store_name,store_postal,product_name,persona,size_type,description,price_cad,unit,available,price_approximate,collection_date,needs_manual_review
Save-On-Foods Fleetwood Surrey,V3S 0A1,Short Grain Rice,Korean,bulk,Shirakiku Premium Short Grain Rice 6.81kg (spec 9kg; no 9kg),47.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Kimchi,Korean,small,Hankook Kimchi 900g (spec 1kg),15.49,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Kimchi,Korean,bulk,No 5kg kimchi at this store,,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Gochujang,Korean,small,No gochujang paste found at this store,,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Gochujang,Korean,bulk,No gochujang paste found at this store,,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Bean Sprouts,Korean,small,Zimmerman Farm Bean Sprouts 227g (spec 340g),2.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Bean Sprouts,Korean,bulk,No 1kg bean sprouts available,,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Ground Beef,Korean,small,SOF Lean Ground Beef Fresh 529g avg/ea (spec 500g),9.9,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Ground Beef,Korean,bulk,WC Lean Ground Beef Fine Grind 1.36kg avg/ea (spec 2kg),25.46,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Sesame Oil,Korean,small,Western Family Pure Sesame Oil 300ml (spec 327ml),5.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Sesame Oil,Korean,bulk,Kosa Pure Toasted Sesame Oil 1.65L (spec 1L; no 1L),23.39,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Nori,Korean,small,Western Family Roasted Seaweed Sushi Nori 28g (spec 20g),3.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Nori,Korean,bulk,No 100g nori pack available,,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Silken Tofu,Korean,small,Superior Tofu Soft 300g,1.79,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Silken Tofu,Korean,bulk,Est 2x Superior Tofu Soft 300g (no 2-pack SKU),3.58,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Frozen Mackerel,Korean,small,3Fish Frozen Mackerel Fillet Norway 300g,8.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Frozen Mackerel,Korean,bulk,Est 2x Kababayan Indian Mackerel 500g=~1kg (spec 1kg),12.58,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,Korean,small,Western Family Large White Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,Korean,bulk,Western Family Large White Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Wheat Bread,European,small,Western Family Whole Wheat Bread 570g,2.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Wheat Bread,European,bulk,Est 2x Western Family Whole Wheat Bread 570g (no 2-loaf pack),4.98,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Milk,European,small,Dairyland 3.25% Milk 1L,3.25,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Milk,European,bulk,Dairyland 3.25% Milk 4L,6.19,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Cheddar,European,small,Western Family Old Cheddar Cheese 400g,7.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Cheddar,European,bulk,Value Priced Medium Cheddar Block 820g (spec 1kg; no 1kg found),14.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,European,small,Western Family Large White Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,European,bulk,Western Family Large White Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Ground Beef,European,small,SOF Lean Ground Beef Fresh 529g avg/ea (spec 500g),9.9,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Ground Beef,European,bulk,WC Lean Ground Beef Fine Grind 1.36kg avg/ea (spec 2kg),25.46,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Russet Potatoes,European,small,Potatoes Russet 5lb Bag,6.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Russet Potatoes,European,bulk,Potatoes Russet 10lb Bag (may be on sale; verify price),4.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Carrots,European,small,Carrots Cello Bag 3lb,4.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Carrots,European,bulk,Carrots Orange 5lb Cello,7.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Olive Oil,European,small,Western Family Extra Virgin Olive Oil 500ml,11.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Olive Oil,European,bulk,Filippo Berio Extra Virgin Olive Oil 1.5L (spec 2L; no 2L found),31.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Diced Tomatoes,European,small,Western Family Diced Tomatoes in Juice 796ml,2.39,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Diced Tomatoes,European,bulk,Est 6x Western Family Diced Tomatoes 796ml (no 6-pack SKU),14.34,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Greek Yogurt,European,small,Western Family Greek Style Yogurt 500g,4.5,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Greek Yogurt,European,bulk,OIKOS Greek Yogurt Plain 1.5kg,12.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Gold Seal Salmon,Indigenous,small,Gold Seal Wild Pink Salmon No Salt Added 213g,5.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Gold Seal Salmon,Indigenous,bulk,WF Wild Pacific Pink Salmon 418g; no 6-pack at this store - size/brand sub,8.69,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Robin Hood Flour,Indigenous,small,Robin Hood All Purpose Flour Original 1kg; spec 2kg - closest available,4.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Robin Hood Flour,Indigenous,bulk,Robin Hood All Purpose Flour Original 10kg,22.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Wild Blueberries,Indigenous,small,OOS - no wild blueberries 300g at this store; cultivated available as substitute,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Wild Blueberries,Indigenous,bulk,OOS - no wild blueberries 1kg at this store; cultivated available as substitute,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Bison,Indigenous,small,OOS - no bison products available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Bison,Indigenous,bulk,OOS - no bison products available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Russet Potatoes,Indigenous,small,Russet Potatoes 5lb bag; spec 3lb - closest available,6.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Russet Potatoes,Indigenous,bulk,Russet Potatoes 10lb bag; 10lb cheaper than 5lb - may be on sale; verify price,4.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Milk,Indigenous,small,Dairyland Whole Milk 1L,3.25,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Milk,Indigenous,bulk,Dairyland Whole Milk 4L,6.19,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,Indigenous,small,WF Large Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,Indigenous,bulk,WF Large Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Pinto Beans,Indigenous,small,WF Pinto Beans 540ml,1.67,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Pinto Beans,Indigenous,bulk,WF Pinto Beans 540ml x6 estimated; no 6-pack listing at this store,10.02,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Quaker Oats,Indigenous,small,Quaker Quick Oats 1kg,6.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Quaker Oats,Indigenous,bulk,Quaker Quick Oats 2.25kg,9.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Crisco Shortening,Indigenous,small,Crisco All-Vegetable Shortening 454g,5.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Crisco Shortening,Indigenous,bulk,Crisco All-Vegetable Shortening 1.36kg,14.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Wheat Bread,Others,small,WF Whole Wheat Bread 570g,2.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Wheat Bread,Others,bulk,WF Whole Wheat Bread 570g x2 estimated; no 2-loaf pack listing,4.98,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Milk,Others,small,Dairyland Whole Milk 1L,3.25,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Whole Milk,Others,bulk,Dairyland Whole Milk 4L,6.19,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,Others,small,WF Large Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Eggs Large,Others,bulk,WF Large Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Chicken Breast,Others,small,WC Chicken Breast BS Fresh 800g avg; spec 1kg - size sub,18.5,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Chicken Breast,Others,bulk,SOF Boneless Skinless Chicken Breast Warehouse Pack 1.25kg avg; spec 1.8kg - size sub,19.26,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Russet Potatoes,Others,small,Russet Potatoes 5lb bag,6.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Russet Potatoes,Others,bulk,Russet Potatoes 10lb bag; 10lb cheaper than 5lb - may be on sale; verify price,4.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Carrots,Others,small,Carrots Cello Bag 3lb,4.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Carrots,Others,bulk,Carrots Orange 5lb Cello,7.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Black Beans,Others,small,WF Black Beans 540ml,1.67,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Black Beans,Others,bulk,WF Black Beans 540ml x6 estimated; no 6-pack listing at this store,10.02,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Canola Oil,Others,small,WF Pure Canola Oil 946ml; spec 1L - closest available,5.79,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Canola Oil,Others,bulk,WF Pure Canola Oil 3L,12.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Quaker Oats,Others,small,Quaker Quick Oats 1kg,6.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Quaker Oats,Others,bulk,Quaker Quick Oats 2.25kg,9.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Bananas,Others,small,Bananas Yellow sold per piece ~200g; est 5 pcs ~1kg @ $0.39/ea,1.95,each,TRUE,TRUE,2026-05-17,FALSE
Save-On-Foods Fleetwood Surrey,V3S 0A1,Bananas,Others,bulk,Bananas Yellow sold per piece ~200g; est 15 pcs ~3kg @ $0.39/ea,5.85,each,TRUE,TRUE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Basmati Rice,South Asian,small,Tilda Pure Basmati Rice 4.54kg; spec 5kg - closest available,22.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Basmati Rice,South Asian,bulk,Tilda Pure Basmati Rice 4.54kg; no 10kg available - size sub,22.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Red Lentils,South Asian,small,Sher Red Split Lentil 2lb (907g); spec 1kg - closest available,2.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Red Lentils,South Asian,bulk,Red Split Lentils Bulk bin; est 4kg @ $0.89/100g,35.6,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Chapati Flour (Atta),South Asian,small,Sher Durum Atta Desi Style 20lb (9.07kg); no 5kg available - size sub,16.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Chapati Flour (Atta),South Asian,bulk,Sher Fibr Wala White W/W Atta Flour 9.07kg; no 10kg available - closest large format,18.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Mustard Oil,South Asian,small,OOS - no mustard oil available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Mustard Oil,South Asian,bulk,OOS - no mustard oil available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Paneer,South Asian,small,Tre Stelle Paneer Cheese 300g; spec 200g - closest available,3.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Paneer,South Asian,bulk,Tre Stelle Paneer Cheese 300g; spec 400g - only size available,3.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Chickpeas,South Asian,small,WF Chick Peas 540ml,1.67,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Chickpeas,South Asian,bulk,WF Chick Peas 540ml x6 estimated; no 6-pack listing at this store,10.02,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,South Asian,small,Dairyland 3.25% Milk 1L,3.25,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,South Asian,bulk,Dairyland 3.25% Milk 4L,6.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,South Asian,small,WF Large White Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,South Asian,bulk,WF Large White Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Chicken Leg Quarters,South Asian,small,WC Chicken Drumsticks Skin On Fresh 556g avg; spec 1kg - size sub,7.96,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Chicken Leg Quarters,South Asian,bulk,WC Chicken Drumsticks Fresh 1.7kg avg; spec 3kg - size sub,20.58,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Onions,South Asian,small,Yellow Onions Mesh Bag 3lb,4.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Onions,South Asian,bulk,Yellow Onions per unit est 10lb (~4.54kg) @ $1.86/425g avg; no 10lb bag,19.89,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Jasmine Rice,Chinese,small,WF Jasmine Rice 4.54kg; spec 5kg - closest available,15.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Jasmine Rice,Chinese,bulk,Geoland Jasmine White Scented Rice 8kg; no 10kg - closest large format,25.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Soy Sauce,Chinese,small,Pearl River Bridge Superior Light Soy Sauce 500ml,3.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Soy Sauce,Chinese,bulk,Kikkoman Soy Sauce 1.2L; spec 1.9L - largest available,14.49,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Oyster Sauce,Chinese,small,LKK Panda Oyster Sauce 412ml; spec 340ml - closest available,4.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Oyster Sauce,Chinese,bulk,LKK Premium Oyster Sauce 510g; spec 907ml - largest available,10.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Napa Cabbage,Chinese,small,Long Sui Choy 0.8kg avg/ea; sold individually,4.39,each,TRUE,TRUE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Napa Cabbage,Chinese,bulk,Long Sui Choy x2 est; sold individually @ $4.39/ea avg,8.78,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Tofu Firm,Chinese,small,Sunrise Extra Firm Tofu 350g,3.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Tofu Firm,Chinese,bulk,Sunrise Firm Tofu 500g; spec 750g - largest available,3.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Bok Choy,Chinese,small,YU Baby Bok Choy Fresh 454g avg; sold by bunch,2.99,each,TRUE,TRUE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Bok Choy,Chinese,bulk,YU Baby Bok Choy Fresh x3 est for ~3lb (1.36kg) @ $2.99/454g avg,8.97,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,Chinese,small,Dairyland 3.25% Milk 1L,3.25,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,Chinese,bulk,Dairyland 3.25% Milk 4L,6.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Chinese,small,WF Large White Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Chinese,bulk,WF Large White Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Pork Belly,Chinese,small,SOF Pork Bellies Sliced Side 315g avg; spec 400g - size sub,6.94,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Pork Belly,Chinese,bulk,SOF Pork Belly est 1kg @ $6.94/315g rate; no 1kg fresh pack,22.03,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Green Onions,Chinese,small,Green Onions Scallions Bunch Fresh 1 each,0.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Green Onions,Chinese,bulk,Green Onions Scallions x3 bunches est,2.97,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Jasmine Rice,Filipino,small,WF Jasmine Rice 4.54kg; spec 5kg - closest available,15.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Jasmine Rice,Filipino,bulk,Geoland Jasmine White Scented Rice 8kg; no 10kg - closest large format,25.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Soy Sauce,Filipino,small,Pearl River Bridge Superior Light Soy Sauce 500ml,3.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Soy Sauce,Filipino,bulk,Kikkoman Soy Sauce 1.2L; spec 1.9L - largest available,14.49,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Coconut Milk,Filipino,small,WF Premium Coconut Milk 400ml,2.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Coconut Milk,Filipino,bulk,WF Premium Coconut Milk 400ml x6 estimated; no 6-pack listing,16.14,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Tilapia/Bangus,Filipino,small,WF Tilapia Loins 4-5 Portions 400g,16.49,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Tilapia/Bangus,Filipino,bulk,WF Tilapia Loins est 1kg @ $16.49/400g rate; no 1kg pack available,41.23,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Cane Vinegar,Filipino,small,OOS - no cane vinegar (Datu Puti/UFC) available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Cane Vinegar,Filipino,bulk,OOS - no cane vinegar available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Bagoong (Shrimp Paste),Filipino,small,OOS - no bagoong/shrimp paste available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Bagoong (Shrimp Paste),Filipino,bulk,OOS - no bagoong/shrimp paste available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,Filipino,small,Dairyland 3.25% Milk 1L,3.25,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Whole Milk,Filipino,bulk,Dairyland 3.25% Milk 4L,6.69,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Filipino,small,WF Large White Eggs 12pk,4.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Eggs Large,Filipino,bulk,WF Large White Eggs 18pk,7.35,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Pork Shoulder,Filipino,small,WC Pork Butt Steak Bone In 800g avg; spec 400g - size sub,13.21,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Pork Shoulder,Filipino,bulk,WC Pork Butt Steak Bone In 800g avg; spec 1kg - closest available,13.21,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Garlic,Filipino,small,Garlic Bulb Mesh 3 each,1.29,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Garlic,Filipino,bulk,Garlic Bulb Mesh est 2lb (~15 heads) @ $1.29/3 heads; no 2lb bag,6.45,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Short Grain Rice,Korean,small,Katsumi US No.1 Premium Calrose Rice 2.26kg; spec 2kg - closest available,12.49,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Short Grain Rice,Korean,bulk,Katsumi US No.1 Premium Calrose Rice 2.26kg; no 10kg - largest available,12.49,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Gochujang Paste,Korean,small,OOS - no gochujang paste available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Gochujang Paste,Korean,bulk,OOS - no gochujang paste available at this store,0,each,FALSE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Sesame Oil,Korean,small,Oi Toasted Sesame Oil 250ml,4.99,each,TRUE,FALSE,2026-05-17,FALSE
Save-On-Foods Coquitlam,V3K 6Y3,Sesame Oil,Korean,bulk,LKK Pure Sesame Oil 443.6ml; spec 500ml - closest available,9.49,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Kimchi,Korean,small,Hankook Kimchi 450g; spec 400g - closest available,8.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Kimchi,Korean,bulk,Hankook Kimchi x2 est for 1kg; no 1kg pack at this store,17.98,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Dried Seaweed (Nori),Korean,small,WF Roasted Seaweed Sushi Nori 28g; spec 25g - closest available,3.99,each,TRUE,FALSE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Dried Seaweed (Nori),Korean,bulk,Jayone Roasted Seaweed Seasoned 24-pack ~100g total,13.79,each,TRUE,TRUE,2026-05-17,TRUE
Save-On-Foods Coquitlam,V3K 6Y3,Ground Beef,Korean,small,WC Lean Ground Beef 454g; spec 500g - closest available,9.5,each,TRUE,FALSE,2026-05-17,TRUE
